id,description,iamges,url
Luftvorhang AIRMASTERS+ 36-914mm,"Die Luftvorhänge für Druckluft von Airmasters+ sind für unterschiedlichste Anwendungen entwickelt worden, bei denen eine extreme Blaskraft benötigt wird und garantiert gleichzeitig einen niedrigen Lärmpegel und Energieverbrauch.Hergestellt in Italien mit Hochpräzisionsmaschinen und dem notwendigen Know-how, damit die Luftvorhänge Airmasters+ einen gleichmäßigen Luftstromdurchfluss entlang des gesamten Luftvorhangs. Durch Ausnutzung des Coanda-Effekts, wird ein Großteil des verwendeten Luftvolumens aus der direkten Umgebungsluft mitgereißt. Indem man eine geringe menge an Druckluft hinzufügt, erhält man ein Luftströmung, die dem 50-fachen der eingesetzten Druckluft entspricht. All dies ermöglicht, dass dieser Luftvorhang der einzige ist, der weltweit eine Luftstromverstärkung mit einem Verhältnis von 1:50 generiert. Unser exklusives und patentiertes Design ermöglicht einen Transport der Umgebungsluft, der den bisherigen Luftvorhängen überlegen ist. Die Airmasters+ Luftvorhänge bestehen aus eloxiertem Aluminium für eine lange Lebensdauer. Diese haben eine Abstandsfolie aus Edelstahl und sind einfach zu montieren und warten. Modelle aus Edelstahl können in Prozessen bei hohen Temperaturen oder in korrosiven Umgebungen eingesetzt werden. Die Teile können einfach zusammengefügt werden, um die Gleichmäßigkeit des Flusses zu gewährleisten. Patentiert.",https://www.air-masters.eu/1870-medium_default/luftvorhang-airmasters-plus-36-914mm.jpg,https://www.air-masters.eu/de/luftvorhaenge-airmasters/311-695-luftvorhang-airmasters-plus-36-914mm.html#/27-material-aluminium_beschichtet
Luftvorhang AIRMASTERS+ 42-1067mm,"Die Luftvorhänge für Druckluft von Airmasters+ sind für unterschiedlichste Anwendungen entwickelt worden, bei denen eine extreme Blaskraft benötigt wird und garantiert gleichzeitig einen niedrigen Lärmpegel und Energieverbrauch.Hergestellt in Italien mit Hochpräzisionsmaschinen und dem notwendigen Know-how, damit die Luftvorhänge Airmasters+ einen gleichmäßigen Luftstromdurchfluss entlang des gesamten Luftvorhangs. Durch Ausnutzung des Coanda-Effekts, wird ein Großteil des verwendeten Luftvolumens aus der direkten Umgebungsluft mitgereißt. Indem man eine geringe menge an Druckluft hinzufügt, erhält man ein Luftströmung, die dem 50-fachen der eingesetzten Druckluft entspricht. All dies ermöglicht, dass dieser Luftvorhang der einzige ist, der weltweit eine Luftstromverstärkung mit einem Verhältnis von 1:50 generiert. Unser exklusives und patentiertes Design ermöglicht einen Transport der Umgebungsluft, der den bisherigen Luftvorhängen überlegen ist. Die Airmasters+ Luftvorhänge bestehen aus eloxiertem Aluminium für eine lange Lebensdauer. Diese haben eine Abstandsfolie aus Edelstahl und sind einfach zu montieren und warten. Modelle aus Edelstahl können in Prozessen bei hohen Temperaturen oder in korrosiven Umgebungen eingesetzt werden. Die Teile können einfach zusammengefügt werden, um die Gleichmäßigkeit des Flusses zu gewährleisten. Patentiert.",https://www.air-masters.eu/1880-medium_default/luftvorhang-airmasters-plus-42-1067mm.jpg,https://www.air-masters.eu/de/luftvorhaenge-airmasters/312-698-luftvorhang-airmasters-plus-42-1067mm.html#/27-material-aluminium_beschichtet
Luftvorhang AIRMASTERS+ 48-1219mm,"Die Luftvorhänge für Druckluft von Airmasters+ sind für unterschiedlichste Anwendungen entwickelt worden, bei denen eine extreme Blaskraft benötigt wird und garantiert gleichzeitig einen niedrigen Lärmpegel und Energieverbrauch.Hergestellt in Italien mit Hochpräzisionsmaschinen und dem notwendigen Know-how, damit die Luftvorhänge Airmasters+ einen gleichmäßigen Luftstromdurchfluss entlang des gesamten Luftvorhangs. Durch Ausnutzung des Coanda-Effekts, wird ein Großteil des verwendeten Luftvolumens aus der direkten Umgebungsluft mitgereißt. Indem man eine geringe menge an Druckluft hinzufügt, erhält man ein Luftströmung, die dem 50-fachen der eingesetzten Druckluft entspricht. All dies ermöglicht, dass dieser Luftvorhang der einzige ist, der weltweit eine Luftstromverstärkung mit einem Verhältnis von 1:50 generiert. Unser exklusives und patentiertes Design ermöglicht einen Transport der Umgebungsluft, der den bisherigen Luftvorhängen überlegen ist. Die Airmasters+ Luftvorhänge bestehen aus eloxiertem Aluminium für eine lange Lebensdauer. Diese haben eine Abstandsfolie aus Edelstahl und sind einfach zu montieren und warten. Modelle aus Edelstahl können in Prozessen bei hohen Temperaturen oder in korrosiven Umgebungen eingesetzt werden. Die Teile können einfach zusammengefügt werden, um die Gleichmäßigkeit des Flusses zu gewährleisten. Patentiert.",https://www.air-masters.eu/1881-medium_default/luftvorhang-airmasters-plus-48-1219mm.jpg,https://www.air-masters.eu/de/luftvorhaenge-airmasters/313-701-luftvorhang-airmasters-plus-48-1219mm.html#/27-material-aluminium_beschichtet
Luftvorhang AIRMASTERS+ 54-1372mm,"Die Luftvorhänge für Druckluft von Airmasters+ sind für unterschiedlichste Anwendungen entwickelt worden, bei denen eine extreme Blaskraft benötigt wird und garantiert gleichzeitig einen niedrigen Lärmpegel und Energieverbrauch.Hergestellt in Italien mit Hochpräzisionsmaschinen und dem notwendigen Know-how, damit die Luftvorhänge Airmasters+ einen gleichmäßigen Luftstromdurchfluss entlang des gesamten Luftvorhangs. Durch Ausnutzung des Coanda-Effekts, wird ein Großteil des verwendeten Luftvolumens aus der direkten Umgebungsluft mitgereißt. Indem man eine geringe menge an Druckluft hinzufügt, erhält man ein Luftströmung, die dem 50-fachen der eingesetzten Druckluft entspricht. All dies ermöglicht, dass dieser Luftvorhang der einzige ist, der weltweit eine Luftstromverstärkung mit einem Verhältnis von 1:50 generiert. Unser exklusives und patentiertes Design ermöglicht einen Transport der Umgebungsluft, der den bisherigen Luftvorhängen überlegen ist. Die Airmasters+ Luftvorhänge bestehen aus eloxiertem Aluminium für eine lange Lebensdauer. Diese haben eine Abstandsfolie aus Edelstahl und sind einfach zu montieren und warten. Modelle aus Edelstahl können in Prozessen bei hohen Temperaturen oder in korrosiven Umgebungen eingesetzt werden. Die Teile können einfach zusammengefügt werden, um die Gleichmäßigkeit des Flusses zu gewährleisten. Patentiert.",https://www.air-masters.eu/1885-medium_default/luftvorhang-airmasters-plus-54-1372mm.jpg,https://www.air-masters.eu/de/luftvorhaenge-airmasters/314-704-luftvorhang-airmasters-plus-54-1372mm.html#/27-material-aluminium_beschichtet
Luftvorhang AIRMASTERS 02-51mm,"Der Silent AIRMASTERS Luftvorhang ist leicht zu montieren und zu warten. Durch seinen stark reduzierten Druckluftverbrauch und Geräuschpegel ist er der effizienteste unter den Luftvorhängen und bietet trotzdem optimale Strömungskraft. Der Silent AIRMASTERS  Luftvorhang erzeugt über die gesamte Länge einen gleichmäßigen laminaren Luftstrom. Unter Ausnutzung des COANDA-EFFEKTS bildet sich ein schneller, trichterförmiger Luftstrom, der ein großes Volumen an Umgebungsluft mitreißt. Auf diese Weise erhält man mit geringem Drucklufteinsatz einen bis zu 40-fachen Luftstrom. Durch die Luftdruckeinsparung zahlt sich die Mehrausgabe für den AIRMASTERS bei manchen Anwendungen oft schon nach wenigen Wochen aus. Es ist in zwei Versionen erhältlich: eloxiertem Aluminium und Edelstahl. Das harteloxierte Aluminium kann bei einigen Anwendungen die Stahlvariante ersetzen und stellt daher eine kostengünstigere Lösung dar. Für jede Version ist ein Anschlussset für die Verbindung mehrerer Vorhänge verfügbar und garantiert die Einheitlichkeit des Luftstroms. Die internen Abstandsfolien werden ausschließlich aus Edelstahl hergestellt.",https://www.air-masters.eu/1566-medium_default/luftvorhang-airmasters-02-51mm.jpg,https://www.air-masters.eu/de/luftvorhaenge-airmasters/21-60-luftvorhang-airmasters-02-51mm.html#/27-material-aluminium_beschichtet
Luftvorhang AIRMASTERS 03-75mm,"Der Silent AIRMASTERS Luftvorhang ist leicht zu montieren und zu warten. Durch seinen stark reduzierten Druckluftverbrauch und Geräuschpegel ist er der effizienteste unter den Luftvorhängen und bietet trotzdem optimale Strömungskraft. Der Silent AIRMASTERS Luftvorhang erzeugt über die gesamte Länge einen gleichmäßigen laminaren Luftstrom. Unter Ausnutzung des COANDA-EFFEKTS bildet sich ein schneller, trichterförmiger Luftstrom, der ein großes Volumen an Umgebungsluft mitreißt. Auf diese Weise erhält man mit geringem Drucklufteinsatz einen bis zu 40-fachen Luftstrom. Durch die Luftdruckeinsparung zahlt sich die Mehrausgabe für den AIRMASTERS bei manchen Anwendungen oft schon nach wenigen Wochen aus. Es ist in zwei Versionen erhältlich: eloxiertem Aluminium und Edelstahl. Das harteloxierte Aluminium kann bei einigen Anwendungen die Stahlvariante ersetzen und stellt daher eine kostengünstigere Lösung dar. Für jede Version ist ein Anschlussset für die Verbindung mehrerer Vorhänge verfügbar und garantiert die Einheitlichkeit des Luftstroms. Die internen Abstandsfolien werden ausschließlich aus Edelstahl hergestellt.",https://www.air-masters.eu/1571-medium_default/luftvorhange-airmasters-02-75mm.jpg,https://www.air-masters.eu/de/luftvorhaenge-airmasters/284-593-luftvorhange-airmasters-02-75mm.html#/27-material-aluminium_beschichtet
Luftvorhang AIRMASTERS 04-100mm,"Der Silent AIRMASTERS Luftvorhang ist leicht zu montieren und zu warten. Durch seinen stark reduzierten Druckluftverbrauch und Geräuschpegel ist er der effizienteste unter den Luftvorhängen und bietet trotzdem optimale Strömungskraft. Der Silent AIRMASTERS Luftvorhang erzeugt über die gesamte Länge einen gleichmäßigen laminaren Luftstrom. Unter Ausnutzung des COANDA-EFFEKTS bildet sich ein schneller, trichterförmiger Luftstrom, der ein großes Volumen an Umgebungsluft mitreißt. Auf diese Weise erhält man mit geringem Drucklufteinsatz einen bis zu 40-fachen Luftstrom. Durch die Luftdruckeinsparung zahlt sich die Mehrausgabe für den AIRMASTERS bei manchen Anwendungen oft schon nach wenigen Wochen aus. Es ist in zwei Versionen erhältlich: eloxiertem Aluminium und Edelstahl. Das harteloxierte Aluminium kann bei einigen Anwendungen die Stahlvariante ersetzen und stellt daher eine kostengünstigere Lösung dar. Für jede Version ist ein Anschlussset für die Verbindung mehrerer Vorhänge verfügbar und garantiert die Einheitlichkeit des Luftstroms. Die internen Abstandsfolien werden ausschließlich aus Edelstahl hergestellt.",https://www.air-masters.eu/2081-medium_default/luftvorhang-airmasters-04-100mm.jpg,https://www.air-masters.eu/de/luftvorhaenge-airmasters/343-743-luftvorhang-airmasters-04-100mm.html#/27-material-aluminium_beschichtet
Luftvorhang AIRMASTERS 06-152mm,"Der Silent AIRMASTERS Luftvorhang ist leicht zu montieren und zu warten. Durch seinen stark reduzierten Druckluftverbrauch und Geräuschpegel ist er der effizienteste unter den Luftvorhängen und bietet trotzdem optimale Strömungskraft. Der Silent AIRMASTERS Luftvorhang erzeugt über die gesamte Länge einen gleichmäßigen laminaren Luftstrom. Unter Ausnutzung des COANDA-EFFEKTS bildet sich ein schneller, trichterförmiger Luftstrom, der ein großes Volumen an Umgebungsluft mitreißt. Auf diese Weise erhält man mit geringem Drucklufteinsatz einen bis zu 40-fachen Luftstrom. Durch die Luftdruckeinsparung zahlt sich die Mehrausgabe für den AIRMASTERS bei manchen Anwendungen oft schon nach wenigen Wochen aus. Es ist in zwei Versionen erhältlich: eloxiertem Aluminium und Edelstahl. Das harteloxierte Aluminium kann bei einigen Anwendungen die Stahlvariante ersetzen und stellt daher eine kostengünstigere Lösung dar. Für jede Version ist ein Anschlussset für die Verbindung mehrerer Vorhänge verfügbar und garantiert die Einheitlichkeit des Luftstroms. Die internen Abstandsfolien werden ausschließlich aus Edelstahl hergestellt.",https://www.air-masters.eu/1582-medium_default/luftvorhange-airmasters-06-152mm.jpg,https://www.air-masters.eu/de/luftvorhaenge-airmasters/286-599-luftvorhange-airmasters-06-152mm.html#/27-material-aluminium_beschichtet
Luftvorhang AIRMASTERS 09-229mm,"Der Silent AIRMASTERS Luftvorhang ist leicht zu montieren und zu warten. Durch seinen stark reduzierten Druckluftverbrauch und Geräuschpegel ist er der effizienteste unter den Luftvorhängen und bietet trotzdem optimale Strömungskraft. Der Silent AIRMASTERS Luftvorhang erzeugt über die gesamte Länge einen gleichmäßigen laminaren Luftstrom. Unter Ausnutzung des COANDA-EFFEKTS bildet sich ein schneller, trichterförmiger Luftstrom, der ein großes Volumen an Umgebungsluft mitreißt. Auf diese Weise erhält man mit geringem Drucklufteinsatz einen bis zu 40-fachen Luftstrom. Durch die Luftdruckeinsparung zahlt sich die Mehrausgabe für den AIRMASTERS bei manchen Anwendungen oft schon nach wenigen Wochen aus. Es ist in zwei Versionen erhältlich: eloxiertem Aluminium und Edelstahl. Das harteloxierte Aluminium kann bei einigen Anwendungen die Stahlvariante ersetzen und stellt daher eine kostengünstigere Lösung dar. Für jede Version ist ein Anschlussset für die Verbindung mehrerer Vorhänge verfügbar und garantiert die Einheitlichkeit des Luftstroms. Die internen Abstandsfolien werden ausschließlich aus Edelstahl hergestellt.",https://www.air-masters.eu/1590-medium_default/luftvorhange-airmasters09-229mm.jpg,https://www.air-masters.eu/de/luftvorhaenge-airmasters/288-605-luftvorhange-airmasters09-229mm.html#/27-material-aluminium_beschichtet
Luftvorhang AIRMASTERS 12-305mm,"Der Silent AIRMASTERS Luftvorhang ist leicht zu montieren und zu warten. Durch seinen stark reduzierten Druckluftverbrauch und Geräuschpegel ist er der effizienteste unter den Luftvorhängen und bietet trotzdem optimale Strömungskraft. Der Silent AIRMASTERS Luftvorhang erzeugt über die gesamte Länge einen gleichmäßigen laminaren Luftstrom. Unter Ausnutzung des COANDA-EFFEKTS bildet sich ein schneller, trichterförmiger Luftstrom, der ein großes Volumen an Umgebungsluft mitreißt. Auf diese Weise erhält man mit geringem Drucklufteinsatz einen bis zu 40-fachen Luftstrom. Durch die Luftdruckeinsparung zahlt sich die Mehrausgabe für den AIRMASTERS bei manchen Anwendungen oft schon nach wenigen Wochen aus. Es ist in zwei Versionen erhältlich: eloxiertem Aluminium und Edelstahl. Das harteloxierte Aluminium kann bei einigen Anwendungen die Stahlvariante ersetzen und stellt daher eine kostengünstigere Lösung dar. Für jede Version ist ein Anschlussset für die Verbindung mehrerer Vorhänge verfügbar und garantiert die Einheitlichkeit des Luftstroms. Die internen Abstandsfolien werden ausschließlich aus Edelstahl hergestellt.",https://www.air-masters.eu/1594-medium_default/luftvorhange-airmasters-12-305mm.jpg,https://www.air-masters.eu/de/luftvorhaenge-airmasters/289-608-luftvorhange-airmasters-12-305mm.html#/27-material-aluminium_beschichtet
